number,title,owned,image,note
A253,Spinoza HAMPSHIRE. Stuart",Yes,https://mailpony.uk/pelicans/A253.jpg,""
A254,"Peirce and Pragmatism GALLIE. W.B",Yes,https://mailpony.uk/pelicans/A254.jpg,""
A255,"The Normal Child and His Abnormalities VALENTINE. C.W",Yes,https://mailpony.uk/pelicans/A255.jpg,""
A256,"The Scots MACLAREN Moray",Yes,https://mailpony.uk/pelicans/A256.jpg,""
A257,"The House of Commons at Work TAYLOR. Eric",Yes,https://mailpony.uk/pelicans/A257.jpg,""
A258,"Music 1952 ROBERTSON. Alec (Ed)",Yes,https://mailpony.uk/pelicans/A258.jpg,""
A259,"The Hittites GURNEY. O.R",Yes,https://mailpony.uk/pelicans/A259.jpg,"1952"
A260,"The Cinema 1952 MANVELL. R (Ed)",Yes,https://mailpony.uk/pelicans/A260.jpg,""
A261,"The Forgotten Kingdom WOLLEY. Leonard",Yes,https://mailpony.uk/pelicans/A261.jpg,""
A262,"Psychiatry Today STAFFORD-CLARK. D",Yes,https://mailpony.uk/pelicans/A262.jpg,""
A263,"The English Middle Classes LEWIS. Roy",Yes,https://mailpony.uk/pelicans/A263.jpg,""
A264,"Philharmonic RUSSELL. Thomas",Yes,https://mailpony.uk/pelicans/A264.jpg,""
A265,"Viruses and Man BURNET. F.M",Yes,https://mailpony.uk/pelicans/A265.jpg,""
A266,"The Life of the Robin LACK. David",Yes,https://mailpony.uk/pelicans/A266.jpg,""
A267,"John Locke O’CONNOR D.J",Yes,https://mailpony.uk/pelicans/A267.jpg,""
A268,"England in the Seventeenth Century. Vol 6 in the pelican History of England ASHLEY. Maurice",Yes,https://mailpony.uk/pelicans/A268.jpg,""
A269,"Christianity CARPENTER. S.C",Yes,https://mailpony.uk/pelicans/A269.jpg,""
A270,"Mysticism and Logic RUSSELL. Bertrand",Yes,https://mailpony.uk/pelicans/A270.jpg,""
A271,"Child care and the Growth of Love BOWLBY. John",Yes,https://mailpony.uk/pelicans/A271.jpg,""
A272,"Plastics in the Service of man YARSLEY. V.E",Yes,https://mailpony.uk/pelicans/A272.jpg,""
A273,"An Introduction to Jung’s Psychology FORDHAM. Frieda",Yes,https://mailpony.uk/pelicans/A273.jpg,""
A274,"John Stuart Mill BRITTON. Karl",Yes,https://mailpony.uk/pelicans/A274.jpg,""
A275,"Selected Letters of Gertrude Bell RICHMOND. Lady (Selected)",Yes,https://mailpony.uk/pelicans/A275.jpg,""
A276,"Men of Mathematics Vol 1 BELL. E.T (ed)",Yes,https://mailpony.uk/pelicans/A276.jpg,""
A277,"Men of Mathematics Vol 2 BELL. E.T (ed)",Yes,https://mailpony.uk/pelicans/A277.jpg,""
A278,"The Vocabulary of Politics WELDON. T.D",Yes,https://mailpony.uk/pelicans/A278.jpg,""
A279,"Animals and Men KATZ. David",Yes,https://mailpony.uk/pelicans/A279.jpg,""
A280,"Balance Carried Forward COOMBER. R.R",Yes,https://mailpony.uk/pelicans/A280.jpg,""
A281,"Uses and Abuses of Psychology EYSENK, H.J",Yes,https://mailpony.uk/pelicans/A281.jpg,""
A282,"The Chemical Industry WILLIAMS",Yes,https://mailpony.uk/pelicans/A282.jpg,
A283,Sacred Books of the World BOUQUET. A.V",Yes,https://mailpony.uk/pelicans/A283.jpg,""
A284,"The Legacy of the Ancient World, Vol I De BURGH W.,G",Yes,https://mailpony.uk/pelicans/A284.jpg,""
A285,"The Legacy of the Ancient World",Yes,https://mailpony.uk/pelicans/A285.jpg,
A286,Berkeley WARNOCK. G.J",Yes,https://mailpony.uk/pelicans/A286.jpg,""
A287,"Byzantine Art RICE. David Talbot",Yes,https://mailpony.uk/pelicans/A287.jpg,""
A288,"Introduction to Typography SIMON. Oliver",Yes,https://mailpony.uk/pelicans/A288.jpg,""
A289,"The Literature of the United States CUNLIFFE. Marcus",Yes,https://mailpony.uk/pelicans/A289.jpg,""
A290,"A Guide to English Literature: 1 The age of Chaucer FORD",Yes,https://mailpony.uk/pelicans/A290.jpg,
A291,A Guide to English Literature: 2 The Age of Shakespeare FORD",Yes,https://mailpony.uk/pelicans/A291.jpg,""
A292,"The Queen’s Government JENNINGS. Sir Ivor",Yes,https://mailpony.uk/pelicans/A292.jpg,""
A293,"Ethics NOWELL-SMITH. P.H",Yes,https://mailpony.uk/pelicans/A293.jpg,""
A294,"Dreams and Nightmares HADFIELD. J.A",Yes,https://mailpony.uk/pelicans/A294.jpg,""
A295,"Grasses HUBBARD. C.E",Yes,https://mailpony.uk/pelicans/A295.jpg,""
A296,"The Social Psychology of Industry BROWN. J.A.C",Yes,https://mailpony.uk/pelicans/A296.jpg,""
A297,"A Short History of French Literature BRERETON",Yes,https://mailpony.uk/pelicans/A297.jpg,
A298,Porcelain Through the Ages SAVAGE",Yes,https://mailpony.uk/pelicans/A298.jpg,""
A299,"Sex and the Social Order SEWARD. Georgene. H",Yes,https://mailpony.uk/pelicans/A299.jpg,""
A300,"Oxford Apostles FAHER. Geoffrey",Yes,https://mailpony.uk/pelicans/A300.jpg,""
A301,"The Criminal Law GILES. F.T",Yes,https://mailpony.uk/pelicans/A301.jpg,""
A302,"A History of Modern China LATOURETTE. K.S",Yes,https://mailpony.uk/pelicans/A302.jpg,""
A303,"Man and the Vertebrates 1 ROMER. A.S",Yes,https://mailpony.uk/pelicans/A303.jpg,""
A304,"Man and the Vertebrates 2 ROMER. A.S",Yes,https://mailpony.uk/pelicans/A304.jpg,""
A305,"Leibniz SAW",Yes,https://mailpony.uk/pelicans/A305.jpg,
A306,Silver TAYLOR. Gerald",Yes,https://mailpony.uk/pelicans/A306.jpg,""
A307,"The Waning of the Middle Ages HUIZINGA. Agnes. J",Yes,https://mailpony.uk/pelicans/A307.jpg,""
A308,"Minds and Machines SLUCKIN. W",Yes,https://mailpony.uk/pelicans/A308.jpg,""
A309,"English Furniture Styles 1500-1830 FASTNEDGE. R",Yes,https://mailpony.uk/pelicans/A309.jpg,""
A310,"The Etruscans PALLOTTINO. M",Yes,https://mailpony.uk/pelicans/A310.jpg,""
A311,"Islam Guillaume Alfred",Yes,https://mailpony.uk/pelicans/A311.jpg,""
A312,"How Money is Managed EINZIG. Paul",Yes,https://mailpony.uk/pelicans/A312.jpg,""
A313,"A History of the United States",Yes,https://mailpony.uk/pelicans/A313.jpg,
A314,A History of the United States",Yes,https://mailpony.uk/pelicans/A314.jpg,""
A315,"Roman Britain. Vol of Pelican History of England RICHMOND. I.A",Yes,https://mailpony.uk/pelicans/A315.jpg,""
A316,"Prehistory of East Africa COLE. Sonia",Yes,https://mailpony.uk/pelicans/A316.jpg,""
A317,"William Blake. A man without a mask BRONOWSKI. J",Yes,https://mailpony.uk/pelicans/A317.jpg,""
A318,"The Wandering Scholars WADDELL. Helen",Yes,https://mailpony.uk/pelicans/A318.jpg,""
A319,"The Reach of the Mind RHINE. J.B",Yes,https://mailpony.uk/pelicans/A319.jpg,""
A320,"Cicero and the Roman Republic COWELL. F.R",Yes,https://mailpony.uk/pelicans/A320.jpg,""
A321,"Daily Life in Ancient Rome CARCOPINO",Yes,https://mailpony.uk/pelicans/A321.jpg,""
A322,"Man on his Nature SHERRINGTON. Sir Charles",Yes,https://mailpony.uk/pelicans/A322.jpg,""
A323,"Electricity De Ville. Eric",Yes,https://mailpony.uk/pelicans/A323.jpg,""
A324,"Man",Yes,https://mailpony.uk/pelicans/A324.jpg,
A325,A Guide to English Literature: 3",Yes,https://mailpony.uk/pelicans/A325.jpg,""
A326,"Microbes and Us NICIL. Hugh",Yes,https://mailpony.uk/pelicans/A326.jpg,""
A327,"Prelude to Mathematics SAWYER. W.W",Yes,https://mailpony.uk/pelicans/A327.jpg,""
A328,"The Colour Problems RICHMOND. A.H",Yes,https://mailpony.uk/pelicans/A328.jpg,""
A329,"French Architecture LAVEDAN. Pierre",Yes,https://mailpony.uk/pelicans/A329.jpg,""
A330,"British Wild Flowers 1 HUTCHINSON. John",Yes,https://mailpony.uk/pelicans/A330.jpg,""
A331,"British Wild Flowers 2 HUTCHINSON. John",Yes,https://mailpony.uk/pelicans/A331.jpg,""
A332,"Sex and Society WALKER. Kenneth",Yes,https://mailpony.uk/pelicans/A332.jpg,""
A333,"A Short History of Confucian Philosophy WU-CHI. Liu",Yes,https://mailpony.uk/pelicans/A333.jpg,""
A334,"The Film and the Public MANVELL. Roger",Yes,https://mailpony.uk/pelicans/A334.jpg,""
A335,"Rome Beyond the Imperial Frontiers WHEELER. Sir Mortimer",Yes,https://mailpony.uk/pelicans/A335.jpg,""
A336,"Foundations in the Dust LLOYD. Seton",Yes,https://mailpony.uk/pelicans/A336.jpg,""
A337,"Christian Faith To-day NEILL. Stephen",Yes,https://mailpony.uk/pelicans/A337.jpg,""
A338,"Kant KRONER. S",Yes,https://mailpony.uk/pelicans/A338.jpg,""
A339,"Origins of the Earth SMART. W.M",Yes,https://mailpony.uk/pelicans/A339.jpg,""
A340,"The Decipherment of Linear B CHADWICK. John",Yes,https://mailpony.uk/pelicans/A340.jpg,""
A341,"The Human Species BARRET Anthony",Yes,https://mailpony.uk/pelicans/A341.jpg,""
A342,"The Stone Age of Northern Africa McBURNEY. C.B.M",Yes,https://mailpony.uk/pelicans/A342.jpg,""
A343,"Five Hundred Years of Printing STEINBERG. S.H",Yes,https://mailpony.uk/pelicans/A343.jpg,""
A344,"A History of New Zealand SINCLAIR. Keith",Yes,https://mailpony.uk/pelicans/A344.jpg,""
A345,"Christianity and the Social Order TEMPLE. William",Yes,https://mailpony.uk/pelicans/A345.jpg,""
A346,"Human Groups SPROTT. W.J.H",Yes,https://mailpony.uk/pelicans/A346.jpg,""
A347,"Musical Instruments Through the Ages BAINES. Anthony",Yes,https://mailpony.uk/pelicans/A347.jpg,""
A348,"Alchemy HOLMYARD. E.F",Yes,https://mailpony.uk/pelicans/A348.jpg,""
A349,"Aquinas COPLESTON. F.C",Yes,https://mailpony.uk/pelicans/A349.jpg,"1955 (1977 reprint)"
A350,"The Arabs ATIYAH. Edward",Yes,https://mailpony.uk/pelicans/A350.jpg,""
A351,"A Guide to Earth History CARRINGTON. Richard",Yes,https://mailpony.uk/pelicans/A351.jpg,""
A352,"F.H.Bradley WOLLHEIM. Richard",Yes,https://mailpony.uk/pelicans/A352.jpg,""
A353,"Chemistry HUTTON. Kenneth",Yes,https://mailpony.uk/pelicans/A353.jpg,""
A354,"Early Anatolia LLOYD. Seton",Yes,https://mailpony.uk/pelicans/A354.jpg,""
A355,"The Civil Service in Britain CAMPBELL.G",Yes,https://mailpony.uk/pelicans/A355.jpg,""
A356,"Archaeology from the Earth WHEELER. Sir Mortimer",Yes,https://mailpony.uk/pelicans/A356.jpg,""
A357,"To Define True Madness YELLOWLEES. Henry",Yes,https://mailpony.uk/pelicans/A357.jpg,""
A358,"Chinese Art. Vol 1 WILLETTS. William",Yes,https://mailpony.uk/pelicans/A358.jpg,""
A359,"Chinese Art Vol 2 WILLETTS. William",Yes,https://mailpony.uk/pelicans/A359.jpg,""
A360,"The Pelican Book of English Prose. Vol 1 Elizabethan and Jacobean Prose",Yes,https://mailpony.uk/pelicans/A360.jpg,""
A361,"The Pelican Book of English Prose. Vol 2 Seventeenth Century Prose",Yes,https://mailpony.uk/pelicans/A361.jpg,""
A362,"The Pelican Book of English Prose. Vol 3 RUE. Peter Ed",Yes,https://mailpony.uk/pelicans/A362.jpg,""
A363,"The Pelican Book of English Prose. Vol 4 RUE. Peter Ed",Yes,https://mailpony.uk/pelicans/A363.jpg,""
A364,"The Pelican Book of English Prose. Vol 5 RUE. Peter Ed",No,https://mailpony.uk/pelicans/A364.jpg,""
A365,"The Queen’s Courts ARCHER. Peter",Yes,https://mailpony.uk/pelicans/A365.jpg,""
A366,"Alfred Adler: An Introduction to his Psychology WAY. Lewis",No,https://mailpony.uk/pelicans/A366.jpg,""
A367,"Hobbes PETERS. R.S",No,https://mailpony.uk/pelicans/A367.jpg,""
A368,"In an Age of Revolution GARBETT. Cyril",No,https://mailpony.uk/pelicans/A368.jpg,""
A369,"Landscape into Art CLARK. Kenneth",Yes,https://mailpony.uk/pelicans/A369.jpg,""
A370,"Group Psychotherapy FOULKES. S.F",No,https://mailpony.uk/pelicans/A370.jpg,""
A371,"A History of Western Literature COHEN. J.M",No,https://mailpony.uk/pelicans/A371.jpg,""
A372,"Chamber Music ROBERTSON. Alec Ed",No,https://mailpony.uk/pelicans/A372.jpg,""
A373,"The Human Machine ABRAHAMS. Adolphe",Yes,https://mailpony.uk/pelicans/A373.jpg,""
A374,"The Postage Stamp: its history and recognition WILLIAMS L.N",No,https://mailpony.uk/pelicans/A374.jpg,""
A375,"The Sea Around Us CARSON Rachel",Yes,https://mailpony.uk/pelicans/A375.jpg,""
A376,"The Dead Sea Scrolls ALLEGRO J.M",Yes,https://mailpony.uk/pelicans/A376.jpg,""
A377,"The Problem of Knowldedge A.J. Ayer",Yes,https://mailpony.uk/pelicans/A377.jpg,"1956 (1971 reprint)"
A378,"Human Disease CLARK-KENNEDY A.E",Yes,https://mailpony.uk/pelicans/A378.jpg,""
A379,"The Pel1can Guide to English Literature: 4",Yes,https://mailpony.uk/pelicans/A379.jpg,
A380,Education SMITH. W.O Lester",No,https://mailpony.uk/pelicans/A380.jpg,""
A381,"How to be Happy Though Human WOLFE. W Beran",No,https://mailpony.uk/pelicans/A381.jpg,""
A382,"The Mentality of Apes KOHLER. Wolfgang",Yes,https://mailpony.uk/pelicans/A382.jpg,""
A383,"Wines and Spirits MARRISON. L.W",Yes,https://mailpony.uk/pelicans/A383.jpg,""
A384,"English Penal System ELKIN. Winifred",No,https://mailpony.uk/pelicans/A384.jpg,""
A385,"Sense and Nonsense in Psychology EYSENCK. H.J",Yes,https://mailpony.uk/pelicans/A385.jpg,""
A386,"The Aesthetic Adventure Gaunt. William",No,https://mailpony.uk/pelicans/A386.jpg,""
A387,"Patients and Doctors WALKER",No,https://mailpony.uk/pelicans/A387.jpg,
A388,The Music Masters 1 BACHARACH AL",Yes,https://mailpony.uk/pelicans/A388.jpg,"1957"
A389,"The Music Masters 2 BACHARACH AL",No,https://mailpony.uk/pelicans/A389.jpg,""
A390,"The Music Masters 3 BACHARACH AL",No,https://mailpony.uk/pelicans/A390.jpg,""
A391,"The Music Masters 4 BACHARACH AL",Yes,https://mailpony.uk/pelicans/A391.jpg,"1954"
A392,"Thought not issued",No,https://mailpony.uk/pelicans/A392.jpg,""
A393,"Roma Reading GRANT",No,https://mailpony.uk/pelicans/A393.jpg,
A394,Animal Parasitic in Man LAPAGE. Geoffrey",No,https://mailpony.uk/pelicans/A394.jpg,""
A395,"The Ancient Civilizations of Peru MASON. F. Alden",No,https://mailpony.uk/pelicans/A395.jpg,""
A396,"Social Welfare and the Citizen ARCHER. Peter",No,https://mailpony.uk/pelicans/A396.jpg,""
A397,"The Thirty Years War WEDGWOOD. C.V",No,https://mailpony.uk/pelicans/A397.jpg,""
A398,"The Pattern of English VALLINS. G.H",Yes,https://mailpony.uk/pelicans/A398.jpg,""
A399,"Atomic Radiation and Life ALEXANDER. Peter",Yes,https://mailpony.uk/pelicans/A399.jpg,""
A400,"The History of the British Navy LEWIS. Michael Arthur",No,https://mailpony.uk/pelicans/A400.jpg,""
A401,"Man and Automation GOODMAN. L. Landon",No,https://mailpony.uk/pelicans/A401.jpg,""
A402,"The Pelican Guide to Literature 5: From Blake to Byron FORD. Boris",Yes,https://mailpony.uk/pelicans/A402.jpg,""
A403,"A History of Modern France COBBAN. Alfred",Yes,https://mailpony.uk/pelicans/A403.jpg,"1957 (1973 reprint)"
A404,"Ancient Voyagers in the Pacific SHARP",No,https://mailpony.uk/pelicans/A404.jpg,
A405,Memory: facts of Fallacies HUNTER. I.M.L",Yes,https://mailpony.uk/pelicans/A405.jpg,""
A406,"Beyond the Gospels DUNKERKY. Roberic",No,https://mailpony.uk/pelicans/A406.jpg,""
A407,"A Short Account of Muslim Architecture CRESWELL. K.A.C",No,https://mailpony.uk/pelicans/A407.jpg,""
A408,"The Faith of the Bible FISON. J.E",No,https://mailpony.uk/pelicans/A408.jpg,""
A409,"Witchcraft PARRINDER. Geoffrey",Yes,https://mailpony.uk/pelicans/A409.jpg,""
A410,"The Badger NEAL. Ernest",Yes,https://mailpony.uk/pelicans/A410.jpg,""
A411,"The Age of Elegance BRYANT. Arthur",No,https://mailpony.uk/pelicans/A411.jpg,""
A412,"Man the Peculiar Animal HARRISON. R.J",Yes,https://mailpony.uk/pelicans/A412.jpg,""
A413,"The Pelican Guide to English Literature 6 Dickens to Hardy FORD. Boris",Yes,https://mailpony.uk/pelicans/A413.jpg,""
A414,"The Old Testament Prophets HEATON. E.W",Yes,https://mailpony.uk/pelicans/A414.jpg,""
A415,"The Pre-History of European Society ??? CHILDE V Gordon",No,https://mailpony.uk/pelicans/A415.jpg,""
A416,"Language in History GOAD. Harold",Yes,https://mailpony.uk/pelicans/A416.jpg,""
A417,"Recorded Jazz. A Critical Guide HARRIS",Yes,https://mailpony.uk/pelicans/A417.jpg,
A418,The Human Situation DIXON. W Macneile",No,https://mailpony.uk/pelicans/A418.jpg,""
A419,"Lascaux: paintings and Engravings LAMING",Yes,https://mailpony.uk/pelicans/A419.jpg,
A420,A History of the Ancient World CARY. Max (oth)",No,https://mailpony.uk/pelicans/A420.jpg,""
A421,"Anglicanism Neil. Stephen",No,https://mailpony.uk/pelicans/A421.jpg,""
A422,"The Face of the Sun NEWTON. H.W",No,https://mailpony.uk/pelicans/A422.jpg,""
A423,"Body and Mind in Western Thought REEVES Joan",No,https://mailpony.uk/pelicans/A423.jpg,""
A424,"Medieval Thought: St Augustine to Ockham LEFF. Gordon",Yes,https://mailpony.uk/pelicans/A424.jpg,"1958 (reprint 1979)"
A425,"World Health BROCKINGTON. Fraser",No,https://mailpony.uk/pelicans/A425.jpg,""
A426,"The Earth Beneath Us SWINNERTON. H.H",Yes,https://mailpony.uk/pelicans/A426.jpg,""
A427,"Roman Literature Grant. Michael",No,https://mailpony.uk/pelicans/A427.jpg,""
A428,"David Hume BASSON. H.A",No,https://mailpony.uk/pelicans/A428.jpg,""
A429,"Gods of the Greeks KERENYI. Carl",Yes,https://mailpony.uk/pelicans/A429.jpg,""
A430,"Leonardo Da Vinci CLARK. Kenneth",Yes,https://mailpony.uk/pelicans/A430.jpg,""
A431,"The Uses of Literacy HOGGART. Richard",Yes,https://mailpony.uk/pelicans/A431.jpg,"1957 (1971 reprint)"
A432,"Venture to the Artic HAMILTON. R.A",No,https://mailpony.uk/pelicans/A432.jpg,""
A433,"The Theory of Evolution SMITH. John Maynard",Yes,https://mailpony.uk/pelicans/A433.jpg,""
A434,"The Exploration of Space CLARKE. Arthur C",No,https://mailpony.uk/pelicans/A434.jpg,""
A435,"The English Novel ALLEN",Yes,https://mailpony.uk/pelicans/A435.jpg,
A436,Children and The Law GILES. F.T",No,https://mailpony.uk/pelicans/A436.jpg,""
A437,"How the Bible Came to Us HERKLOTS. H.G.G",No,https://mailpony.uk/pelicans/A437.jpg,""
A438,"A Land HAWKES. Jacquetta",Yes,https://mailpony.uk/pelicans/A438.jpg,""
A439,"Pottery Through the Ages SAVAGE. George",No,https://mailpony.uk/pelicans/A439.jpg,""
A440,"Judaism EPSTEIN. Isidore",No,https://mailpony.uk/pelicans/A440.jpg,""
A441,"Health in Industry HUNTER Donald",No,https://mailpony.uk/pelicans/A441.jpg,""
A442,"Relativity for the Layman COLEMAN. James A",No,https://mailpony.uk/pelicans/A442.jpg,""
A443,"A Shortened History of England TREVELYAN. G.M",Yes,https://mailpony.uk/pelicans/A443.jpg,""
A444,"The Origins of Love and Hate SUTTIE. Ian",No,https://mailpony.uk/pelicans/A444.jpg,""
A445,"Poets in the Landscape HIGHT",Yes,https://mailpony.uk/pelicans/A445.jpg,
A446,Hypnosis",No,https://mailpony.uk/pelicans/A446.jpg,""
A447,"The Face of the Earth DURY. G.H",No,https://mailpony.uk/pelicans/A447.jpg,""
A448,"Yoga WOOD. Ernest",No,https://mailpony.uk/pelicans/A448.jpg,""
A449,"Applied Geography STAMO. L.Dudley",No,https://mailpony.uk/pelicans/A449.jpg,""
A450,"Stonehenge ATKINSON. R.J.C",No,https://mailpony.uk/pelicans/A450.jpg,""
A451,"The Crowning Privilege GRAVES",No,https://mailpony.uk/pelicans/A451.jpg,
A452,The Idea of Holy OTTO. Rudolf",No,https://mailpony.uk/pelicans/A452.jpg,""
A453,"The Psychology of Thinking THOMSON. Robert",Yes,https://mailpony.uk/pelicans/A453.jpg,""
A454,"How Animal Move Gray James",Yes,https://mailpony.uk/pelicans/A454.jpg,""
A455,"A Short History of Italian Literature WHITFIELD. J.H",No,https://mailpony.uk/pelicans/A455.jpg,""
A456,"Epidemic Diseases GALE. A.H",Yes,https://mailpony.uk/pelicans/A456.jpg,""
A457,"Daily Prayer MILNER-WHITE. Eric",No,https://mailpony.uk/pelicans/A457.jpg,""
A458,"The Prehistory of Southern Africa CLARK. J Desmond",No,https://mailpony.uk/pelicans/A458.jpg,""
A459,"The Vikings BRONDSTED. Johannes",Yes,https://mailpony.uk/pelicans/A459.jpg,"1960 (1971 reprint)"
A460,"Why Evil JAMES. John",No,https://mailpony.uk/pelicans/A460.jpg,""
A461,"Organic Chemistry Today GIBBS. F.W",No,https://mailpony.uk/pelicans/A461.jpg,""
A462,"Archaic Egypt EMERY. Walter B",Yes,https://mailpony.uk/pelicans/A462.jpg,"1961 (1972 reprint)"
A463,"Man Explores the Sea DUGGAN. James",No,https://mailpony.uk/pelicans/A463.jpg,""
A464,"A History of Spain and Portugal ATKINSON W C",No,https://mailpony.uk/pelicans/A464.jpg,""
A465,"The Modern Age FORD. Boris Ed",No,https://mailpony.uk/pelicans/A465.jpg,""
A466,"Home at Grasmere CLARK Colette",Yes,https://mailpony.uk/pelicans/A466.jpg,""
A467,"England Under the Stuarts TREVELYAN G.M",No,https://mailpony.uk/pelicans/A467.jpg,""
A468,"The Jews in our Time BENTWICH. Norman",Yes,https://mailpony.uk/pelicans/A468.jpg,""
A469,"Understanding Weather SUTTON. O.G",Yes,https://mailpony.uk/pelicans/A469.jpg,""
A470,"Language in the Modern World POTTER. Simeon",No,https://mailpony.uk/pelicans/A470.jpg,""
A471,"The Church Today WAND. J.W.C",No,https://mailpony.uk/pelicans/A471.jpg,""
A472,"Invitation to Pilgrimage BAILLE. John",No,https://mailpony.uk/pelicans/A472.jpg,""
A473,"Modern Science and the Nature of Life BECK. W.S",Yes,https://mailpony.uk/pelicans/A473.jpg,""
A474,"Management Survey HOOPER. Frederic",No,https://mailpony.uk/pelicans/A474.jpg,""
A475,"A history of modern Japan STORRY. Richard",No,https://mailpony.uk/pelicans/A475.jpg,""
A476,"Isotopes PUTNAM. J.L",Yes,https://mailpony.uk/pelicans/A476.jpg,""
A477,"Homosexuality WEST. D.J",No,https://mailpony.uk/pelicans/A477.jpg,""
A478,"Riddles in Mathematics NORTHROP. Eugene",No,https://mailpony.uk/pelicans/A478.jpg,""
A479,"Radio Astronomy SMITH. F. Graham",No,https://mailpony.uk/pelicans/A479.jpg,""
A480,"The Sicilian Vespers RUNCIMAN. Steven",No,https://mailpony.uk/pelicans/A480.jpg,""
A481,"Magnetism LEE. E.W",No,https://mailpony.uk/pelicans/A481.jpg,""
A482,"Chance",Yes,https://mailpony.uk/pelicans/A482.jpg,
A483,Queen Elizabeth I NEALE. J.E",No,https://mailpony.uk/pelicans/A483.jpg,""
A484,"The Nude. A study of Ideal Art CLARKE. Kenneth",No,https://mailpony.uk/pelicans/A484.jpg,""
A485,"The Rise of Meritocracy YOUNG Michael",No,https://mailpony.uk/pelicans/A485.jpg,""
A486,"London The Unique City RASMUSSEN. Steen",No,https://mailpony.uk/pelicans/A486.jpg,""
A487,"Health and Hormones MASON. A Stuart",Yes,https://mailpony.uk/pelicans/A487.jpg,""
A488,"The Gospel of St Matthew FENTON. J.C",No,https://mailpony.uk/pelicans/A488.jpg,""
A489,"The Gospel of St Mark NINEHAM D.E",No,https://mailpony.uk/pelicans/A489.jpg,""
A490,"The Gospel of St Luke CAIRD. G.B",No,https://mailpony.uk/pelicans/A490.jpg,""
A491,"The Gospel of St John MARSH John",No,https://mailpony.uk/pelicans/A491.jpg,""
A492,"The Pelican History of Music 1 ROBERTSON. Alec",Yes,https://mailpony.uk/pelicans/A492.jpg,"1963"
A493,"The Pelican History of Music 2 ROBERTSON. Alec",Yes,https://mailpony.uk/pelicans/A493.jpg,"1963"
A494,"The Pelican History of Music 3 ROBERTSON. Alec",No,https://mailpony.uk/pelicans/A494.jpg,""
A495,"Archaeology in USSR MONGAIT. A.L",No,https://mailpony.uk/pelicans/A495.jpg,""
A496,"Health in Childhood ELLIS. R.W.B",No,https://mailpony.uk/pelicans/A496.jpg,""
A497,"Pioneers of Modern Design PEVSNER. Nikolaus",No,https://mailpony.uk/pelicans/A497.jpg,""
A498,"A History of Science and Technology 1 FORBES & DIJKSTERHUIS",No,https://mailpony.uk/pelicans/A498.jpg,""
A499,"A History of Science and Technology 2 FORBES & DIJKSTERHUIS",No,https://mailpony.uk/pelicans/A499.jpg,""
A500,"THE READER’S GUIDE WILLIAMS. Sir William Ed",Yes,https://mailpony.uk/pelicans/A500.jpg,"1960"
A501,"PREHISTORIC CRETE R. W. Hutchinson",No,https://mailpony.uk/pelicans/A501.jpg,"1962"
A502,"THE PELICAN HISTORY OF THE CHURCH: 1, THE EARLY CHRISTIAN CHURCH Henry Chadwick",No,https://mailpony.uk/pelicans/A502.jpg,"1967"
A503,"THE PELICAN HISTORY OF THE CHURCH: 2 WESTERN SOCIETY AND THE CHURCH IN THE MIDDLE AGES R. W. Southern",No,https://mailpony.uk/pelicans/A503.jpg,"1970"
A504,"THE PELICAN HISTORY OF THE CHURCH: 3, THE REFORMATION Owen Chadwick",No,https://mailpony.uk/pelicans/A504.jpg,"1964"
A505,"THE PELICAN HISTORY OF THE CHURCH: 4, THE HURCH AND THE AGE OF REASON, 1648-1789 Gerald R. Cragg",No,https://mailpony.uk/pelicans/A505.jpg,"1960"
A506,"THE PELICAN HISTORY OF THE CHURCH: 5, THE CHURCH IN AN AGE OF REVOLUTION, 1789 TO THE PRESENT DAY Alec R. Vidler",No,https://mailpony.uk/pelicans/A506.jpg,"1961"
A507,"THE COMMON SENSE OF SCIENCE J. Bronowski",Yes,https://mailpony.uk/pelicans/A507.jpg,"1960"
A508,"THE GREEK MYTHS (1) Robert Graves",No,https://mailpony.uk/pelicans/A508.jpg,"1960"
A509,"THE GREEK MYTHS (2) Robert Graves",No,https://mailpony.uk/pelicans/A509.jpg,"1960"
A510,"BATTLE FOR THE MIND: A Physiology of Conversion and Brain Washing William Sargent",No,https://mailpony.uk/pelicans/A510.jpg,"USA)"
A511,"ANCIENT EDUCATION AND TODAY E. B. Castle",No,https://mailpony.uk/pelicans/A511.jpg,"1961"
A512,"THE EVOLUTION OF LIFE F. H. T. Rhodes",No,https://mailpony.uk/pelicans/A512.jpg,"1962"
A513,"GOD IN ACTION A Study in the Holy Spirit F. A. Cockin",No,https://mailpony.uk/pelicans/A513.jpg,"1961"
A514,"EUROPEAN MUSIC IN THE TWENTIETH CENTURY F. A. Cockin",No,https://mailpony.uk/pelicans/A514.jpg,"1961"
A515,"HINDUISM K. M. Sen",No,https://mailpony.uk/pelicans/A515.jpg,"1961"
A516,"KNOW YOUR OWN I.Q. H. J. Eysenk",No,https://mailpony.uk/pelicans/A516.jpg,"1962"
A517,"STRAVINSKY IN CONVERSATION WITH ROBERT CRAFT H. J. Eysenk",No,https://mailpony.uk/pelicans/A517.jpg,"1962"
A518,"THE NEW ARCHITECTURE OF EUROPE G. E. Kidder Smith",No,https://mailpony.uk/pelicans/A518.jpg,"1962"
A519,"LEONARDO and a memory of his childhood Sigmund Freud",No,https://mailpony.uk/pelicans/A519.jpg,"1963"
